cell,leiden_final
3686,T (CD4+)
3687,Enterocyte (Mid Villus)
3688,Goblet
3689,Endothelial
3690,Enterocyte (Mid Villus)
3691,Macrophage + DC
3692,Enterocyte (Mid Villus)
3693,Pericyte
3694,Enterocyte (Bottom Villus)
3695,Macrophage + DC
3696,Enterocyte (Mid Villus)
3697,B (Plasma)
3698,Enterocyte (Bottom Villus)
3699,Enterocyte (Mid Villus)
3700,Enterocyte (Top Villus)
3701,Enterocyte (Mid Villus)
3702,Enterocyte (Mid Villus)
3703,Enterocyte (Mid Villus)
3704,Enterocyte (Mid Villus)
3705,B (Plasma)
3706,Pericyte
3707,Removed
3708,Enterocyte (Mid Villus)
3709,Goblet
3710,Enterocyte (Mid Villus)
3711,B (Plasma)
3712,Stromal
3713,Enterocyte (Mid Villus)
3714,B (Plasma)
3715,Goblet
3716,B (Plasma)
3717,Enterocyte (Bottom Villus)
3718,Endothelial
3719,Enterocyte (Mid Villus)
3720,Enterocyte (Top Villus)
3721,Enterocyte (Mid Villus)
3722,Pericyte
3723,Enterocyte (Mid Villus)
3724,Enterocyte (Mid Villus)
3725,B (Plasma)
3726,Stem + TA
3727,Enterocyte (Top Villus)
3728,Enterocyte (Mid Villus)
3729,T (CD8+)
3730,Enterocyte (Mid Villus)
3731,Enterocyte (Bottom Villus)
3732,Enterocyte (Top Villus)
3733,Goblet
3734,Enterocyte (Mid Villus)
3735,Enterocyte (Mid Villus)
3736,B (Plasma)
3737,Macrophage + DC
3738,Goblet
3739,Enterocyte (Mid Villus)
3740,Enterocyte (Mid Villus)
3741,B (Plasma)
3742,Enterocyte (Mid Villus)
3743,B (Plasma)
3744,B (Plasma)
3745,Enterocyte (Top Villus)
3746,Pericyte
3747,Enterocyte (Mid Villus)
3748,Pericyte
3749,Pericyte
3750,B (Plasma)
3751,Pericyte
3752,Enterocyte (Top Villus)
3753,B (Plasma)
3754,Goblet
3755,T (CD8+)
3756,Pericyte
3757,B (Plasma)
3758,Enterocyte (Mid Villus)
3759,T (CD8+)
3760,T (CD8+)
3761,Stem + TA
3762,Enterocyte (Bottom Villus)
3763,Removed
3764,T (CD8+)
3765,B (Plasma)
3766,Stromal
3767,Enterocyte (Bottom Villus)
3768,Enterocyte (Top Villus)
3769,Enterocyte (Mid Villus)
3770,Enterocyte (Bottom Villus)
3771,T (CD8+)
3772,Enterocyte (Mid Villus)
3773,Goblet
3774,Removed
3775,Enterocyte (Mid Villus)
3776,Enterocyte (Bottom Villus)
3777,Goblet
3778,Stem + TA
3779,T (CD8+)
3780,Removed
3781,Enterocyte (Bottom Villus)
3782,Stem + TA
3783,Enterocyte (Mid Villus)
3784,Removed
3785,B (Plasma)
3786,B (Plasma)
3787,Enterocyte (Top Villus)
3788,Enterocyte (Mid Villus)
3789,B (Plasma)
3790,Enterocyte (Bottom Villus)
3791,Macrophage + DC
3792,B (Plasma)
3793,Enterocyte (Top Villus)
3794,B (Plasma)
3795,Enterocyte (Bottom Villus)
3796,Macrophage + DC
3797,T (CD8+)
3798,Goblet
3799,Enterocyte (Mid Villus)
3800,Enterocyte (Top Villus)
3801,Enterocyte (Mid Villus)
3802,T (CD8+)
3803,Enterocyte (Bottom Villus)
3804,Enterocyte (Mid Villus)
3805,Enterocyte (Top Villus)
3806,Stromal
3807,Enterocyte (Mid Villus)
3808,Enterocyte (Bottom Villus)
3809,Enterocyte (Mid Villus)
3810,Enterocyte (Mid Villus)
3811,Enterocyte (Mid Villus)
3812,Enterocyte (Top Villus)
3813,Enterocyte (Mid Villus)
3814,B (Plasma)
3815,Macrophage + DC
3816,Enterocyte (Top Villus)
3817,Enterocyte (Bottom Villus)
3818,Enterocyte (Bottom Villus)
3819,Enterocyte (Mid Villus)
3820,Macrophage + DC
3821,Macrophage + DC
3822,Stromal
3823,B (Plasma)
3824,Enterocyte (Top Villus)
3825,Enterocyte (Mid Villus)
3826,Enterocyte (Mid Villus)
3827,Enterocyte (Bottom Villus)
3828,Stromal
3829,Macrophage + DC
3830,Endothelial
3831,Enterocyte (Mid Villus)
3832,Stromal
3833,T (CD4+)
3834,B (Plasma)
3835,Enterocyte (Bottom Villus)
3836,Enterocyte (Bottom Villus)
3837,B (Plasma)
3838,Enterocyte (Mid Villus)
3839,Goblet
3840,T (CD4+)
3841,B (Plasma)
3842,Enterocyte (Top Villus)
3843,B (Plasma)
3844,B (Plasma)
3845,Stromal
3846,B (Plasma)
3847,B (Plasma)
3848,Enterocyte (Mid Villus)
3849,Enterocyte (Mid Villus)
3850,B (Plasma)
3851,B (Plasma)
3852,Macrophage + DC
3853,Enterocyte (Bottom Villus)
3854,B (Plasma)
3855,B (Plasma)
3856,Endothelial
3857,Macrophage + DC
3858,Enterocyte (Mid Villus)
3859,Stromal
3860,B (Plasma)
3861,Smooth Muscle
3862,B (Plasma)
3863,"B (Follicular, Circulating)"
3864,Stromal
3865,Enterocyte (Mid Villus)
3866,Enterocyte (Mid Villus)
3867,"B (Follicular, Circulating)"
3868,Enterocyte (Mid Villus)
3869,Stromal
3870,Pericyte
3871,B (Plasma)
3872,Macrophage + DC
3873,B (Plasma)
3874,Enterocyte (Top Villus)
3875,Enterocyte (Top Villus)
3876,T (CD8+)
3877,Enterocyte (Top Villus)
3878,Enterocyte (Mid Villus)
3879,Enterocyte (Mid Villus)
3880,B (Plasma)
3881,Stromal
3882,Stromal
3883,Endothelial
3884,Enterocyte (Bottom Villus)
3885,Enterocyte (Mid Villus)
3886,Removed
3887,T (CD8+)
3888,Enterocyte (Bottom Villus)
3889,Enterocyte (Bottom Villus)
3890,Endothelial
3891,Stromal
3892,Endothelial
3893,T (CD8+)
3894,B (Plasma)
3895,Goblet
3896,Enterocyte (Mid Villus)
3897,T (CD8+)
3898,Enterocyte (Top Villus)
3899,B (Plasma)
3900,B (Plasma)
3901,Pericyte
3902,Goblet
3903,Macrophage + DC
3904,Enterocyte (Bottom Villus)
3905,Stromal
3906,Enterocyte (Mid Villus)
3907,B (Plasma)
3908,Removed
3909,B (Plasma)
3910,B (Plasma)
3911,T (CD4+)
3912,B (Plasma)
3913,Stromal
3914,T (CD8+)
3915,Enterocyte (Top Villus)
3916,Enterocyte (Mid Villus)
3917,Enterocyte (Mid Villus)
3918,Enterocyte (Mid Villus)
3919,Enterocyte (Mid Villus)
3920,B (Plasma)
3921,Goblet
3922,Tuft
3923,B (Plasma)
3924,Enterocyte (Bottom Villus)
3925,Enterocyte (Mid Villus)
3926,T (CD4+)
3927,Goblet
3928,B (Plasma)
3929,Macrophage + DC
3930,T (CD8+)
3931,B (Plasma)
3932,Stromal
3933,Enterocyte (Bottom Villus)
3934,B (Plasma)
3935,Stromal
3936,Removed
3937,Stromal
3938,Enterocyte (Mid Villus)
3939,Enterocyte (Bottom Villus)
3940,Stromal
3941,B (Plasma)
3942,Enterocyte (Mid Villus)
3943,T (CD8+)
3944,B (Plasma)
3945,Macrophage + DC
3946,Enterocyte (Mid Villus)
3947,Stromal
3948,Macrophage + DC
3949,Pericyte
3950,Stromal
3951,Enterocyte (Mid Villus)
3952,Macrophage + DC
3953,Stromal
3954,Tuft
3955,Enterocyte (Bottom Villus)
3956,Macrophage + DC
3957,Enterocyte (Mid Villus)
3958,Removed
3959,Goblet
3960,B (Plasma)
3961,B (Plasma)
3962,Stromal
3963,B (Plasma)
3964,B (Plasma)
3965,Enterocyte (Bottom Villus)
3966,B (Plasma)
3967,Enterocyte (Mid Villus)
3968,Endothelial
3969,Endothelial
3970,Enterocyte (Mid Villus)
3971,B (Plasma)
3972,Macrophage + DC
3973,T (CD4+)
3974,B (Plasma)
3975,B (Plasma)
3976,Enterocyte (Mid Villus)
3977,T (CD8+)
3978,Enterocyte (Mid Villus)
3979,Goblet
3980,B (Plasma)
3981,T (CD8+)
3982,Macrophage + DC
3983,Enterocyte (Mid Villus)
3984,Macrophage + DC
3985,Stromal
3986,B (Plasma)
3987,B (Plasma)
3988,B (Plasma)
3989,Enterocyte (Mid Villus)
3990,Enterocyte (Top Villus)
3991,Macrophage + DC
3992,B (Plasma)
3993,Endothelial
3994,Enterocyte (Top Villus)
3995,T (CD8+)
3996,Enterocyte (Top Villus)
3997,Macrophage + DC
3998,Endothelial
3999,Enterocyte (Mid Villus)
4000,B (Plasma)
4001,B (Plasma)
4002,B (Plasma)
4003,Macrophage + DC
4004,Enterocyte (Mid Villus)
4005,Enterocyte (Mid Villus)
4006,B (Plasma)
4007,Enterocyte (Mid Villus)
4008,B (Plasma)
4009,Enterocyte (Mid Villus)
4010,T (CD8+)
4011,Removed
4012,Enterocyte (Top Villus)
4013,Removed
4014,Enterocyte (Mid Villus)
4015,Enterocyte (Mid Villus)
4016,Enterocyte (Mid Villus)
4017,B (Plasma)
4018,B (Plasma)
4019,Enterocyte (Top Villus)
4020,Macrophage + DC
4021,Enterocyte (Top Villus)
4022,T (CD4+)
4023,B (Plasma)
4024,Enterocyte (Top Villus)
4025,Goblet
4026,Goblet
4027,Macrophage + DC
4028,Stromal
4029,T (CD8+)
4030,B (Plasma)
4031,Enterocyte (Mid Villus)
4032,Enterocyte (Mid Villus)
4033,Enterocyte (Mid Villus)
4034,Enterocyte (Top Villus)
4035,Endothelial
4036,Removed
4037,B (Plasma)
4038,Removed
4039,Macrophage + DC
4040,Enterocyte (Mid Villus)
4041,Enterocyte (Top Villus)
4042,B (Plasma)
4043,T (CD8+)
4044,B (Plasma)
4045,Enterocyte (Top Villus)
4046,Macrophage + DC
4047,Enterocyte (Mid Villus)
4048,B (Plasma)
4049,Enterocyte (Top Villus)
4050,T (CD8+)
4051,Enterocyte (Mid Villus)
4052,Enterocyte (Top Villus)
4053,Enterocyte (Top Villus)
4054,Enterocyte (Top Villus)
4055,T (CD8+)
4056,B (Plasma)
4057,Enterocyte (Mid Villus)
4058,Enterocyte (Mid Villus)
4059,B (Plasma)
4060,Enterocyte (Mid Villus)
4061,Enterocyte (Mid Villus)
4062,Enterocyte (Top Villus)
4063,Enterocyte (Mid Villus)
4064,Enterocyte (Mid Villus)
4065,Enterocyte (Mid Villus)
4066,Enterocyte (Mid Villus)
4067,Enterocyte (Top Villus)
4068,Enterocyte (Top Villus)
4069,T (CD8+)
4070,Enterocyte (Mid Villus)
4071,Enterocyte (Mid Villus)
4072,Enterocyte (Mid Villus)
4073,Endothelial
4074,Enterocyte (Mid Villus)
4075,Enterocyte (Mid Villus)
4076,Enterocyte (Mid Villus)
4077,Macrophage + DC
4078,T (CD8+)
4079,T (CD8+)
4080,Enterocyte (Mid Villus)
4081,Enterocyte (Mid Villus)
4082,Enterocyte (Mid Villus)
4083,Enterocyte (Mid Villus)
4084,Pericyte
4085,T (CD8+)
4086,Enterocyte (Mid Villus)
4087,Enterocyte (Mid Villus)
4088,Enterocyte (Mid Villus)
4089,Enterocyte (Mid Villus)
4090,Enterocyte (Mid Villus)
4091,Enterocyte (Mid Villus)
4092,Enterocyte (Mid Villus)
4093,Enterocyte (Mid Villus)
4094,Enterocyte (Mid Villus)
4095,Enterocyte (Mid Villus)
4096,Enterocyte (Mid Villus)
4097,Enterocyte (Mid Villus)
4098,Enterocyte (Mid Villus)
4099,Enterocyte (Mid Villus)
4100,Enterocyte (Mid Villus)
4101,Enterocyte (Mid Villus)
4102,Enterocyte (Mid Villus)
4103,Goblet
4104,Enterocyte (Mid Villus)
4105,Enterocyte (Mid Villus)
4106,Enterocyte (Mid Villus)
4107,Enterocyte (Mid Villus)
4108,Enterocyte (Mid Villus)
4109,T (CD8+)
4110,Enterocyte (Mid Villus)
4111,Enterocyte (Mid Villus)
4112,Enterocyte (Mid Villus)
4113,Enterocyte (Mid Villus)
4114,Enterocyte (Mid Villus)
4115,Enterocyte (Mid Villus)
4116,Enterocyte (Top Villus)
4117,Enterocyte (Mid Villus)
4118,Enterocyte (Mid Villus)
4119,Enterocyte (Mid Villus)
4120,Enterocyte (Mid Villus)
4121,Enterocyte (Mid Villus)
4122,Enterocyte (Mid Villus)
4123,Enterocyte (Top Villus)
4124,Enterocyte (Mid Villus)
4125,Enterocyte (Top Villus)
4126,Enterocyte (Top Villus)
4127,Enterocyte (Mid Villus)
4128,Enterocyte (Top Villus)
4129,Enterocyte (Mid Villus)
4130,Enterocyte (Top Villus)
4131,Enterocyte (Top Villus)
4132,Enterocyte (Mid Villus)
4133,Tuft
4134,Enterocyte (Top Villus)
4135,Enterocyte (Top Villus)
4136,Enterocyte (Mid Villus)
4137,Macrophage + DC
4138,Enterocyte (Top Villus)
4139,Enterocyte (Mid Villus)
4140,Enterocyte (Top Villus)
4141,Enterocyte (Top Villus)
4142,Enterocyte (Top Villus)
4143,Enterocyte (Top Villus)
4144,Enterocyte (Top Villus)
4145,Enterocyte (Top Villus)
4146,Enterocyte (Top Villus)
4147,Enterocyte (Top Villus)
4148,Enterocyte (Top Villus)
4149,Pericyte
4150,Pericyte
4151,Enterocyte (Top Villus)
4152,Pericyte
4153,T (CD8+)
4154,Enterocyte (Top Villus)
4155,Stromal
4156,T (CD8+)
4157,Macrophage + DC
4158,Enterocyte (Top Villus)
4159,Enterocyte (Top Villus)
4160,Macrophage + DC
4161,T (CD8+)
4162,Pericyte
4163,Pericyte
4164,Enterocyte (Top Villus)
4165,Macrophage + DC
4166,Pericyte
4167,Endothelial
4168,Stromal
4169,Endothelial
4170,Enterocyte (Top Villus)
4171,T (CD8+)
4172,Macrophage + DC
4173,T (CD4+)
4174,Pericyte
4175,Enterocyte (Top Villus)
4176,Pericyte
4177,Enterocyte (Top Villus)
4178,Removed
4179,Enterocyte (Top Villus)
4180,Goblet
4181,Enterocyte (Top Villus)
4182,Enterocyte (Top Villus)
4183,Enterocyte (Top Villus)
4184,Enterocyte (Top Villus)
4185,Removed
4186,Enterocyte (Top Villus)
4187,Enterocyte (Top Villus)
4188,Enterocyte (Bottom Villus)
4189,Enterocyte (Mid Villus)
4190,Removed
4191,Myenteric Plexus
4192,Stromal
4193,Smooth Muscle
4194,Removed
4195,Removed
4196,Stromal
4197,Removed
4198,Enterocyte (Bottom Villus)
4199,Enterocyte (Mid Villus)
4200,Telocyte
4201,Stem + TA
4202,Goblet
4203,Removed
4204,Enterocyte (Mid Villus)
4205,Removed
4206,Enterocyte (Mid Villus)
4207,T (CD8+)
4208,Stromal
4209,Stem + TA
4210,B (Plasma)
4211,Pericyte
4212,Enterocyte (Mid Villus)
4213,Goblet
4214,Goblet
4215,Enterocyte (Bottom Villus)
4216,Enterocyte (Bottom Villus)
4217,Endothelial
4218,T (CD4+)
4219,Enterocyte (Top Villus)
4220,Goblet
4221,Enterocyte (Mid Villus)
4222,B (Plasma)
4223,Removed
4224,Macrophage + DC
4225,T (CD8+)
4226,Macrophage + DC
4227,T (CD4+)
4228,Macrophage + DC
4229,Paneth
4230,Removed
4231,Enterocyte (Top Villus)
4232,Telocyte
4233,T (CD4+)
4234,T (CD4+)
4235,B (Plasma)
4236,Removed
4237,ICC
4238,Stem + TA
4239,Enterocyte (Bottom Villus)
4240,Stromal
4241,B (Plasma)
4242,Goblet
4243,Removed
4244,Removed
4245,B (Plasma)
4246,Telocyte
4247,Paneth
4248,Removed
4249,Enterocyte (Bottom Villus)
4250,Macrophage + DC
4251,Stem + TA
4252,Enterocyte (Mid Villus)
4253,Goblet
4254,B (Plasma)
4255,Removed
4256,Enterocyte (Mid Villus)
4257,Paneth
4258,Pericyte
4259,T (CD4+)
4260,Smooth Muscle
4261,Macrophage + DC
4262,Enterocyte (Bottom Villus)
4263,Removed
4264,Stem + TA
4265,Removed
4266,Paneth
4267,Removed
4268,Macrophage + DC
4269,Enterocyte (Mid Villus)
4270,Endothelial
4271,Removed
4272,B (Plasma)
4273,Enterocyte (Mid Villus)
4274,Telocyte
4275,Goblet
4276,Goblet
4277,T (CD4+)
4278,Removed
4279,Macrophage + DC
4280,Removed
4281,Removed
4282,Telocyte
4283,Smooth Muscle
4284,Stem + TA
4285,Pericyte
4286,"B (Follicular, Circulating)"
4287,B (Plasma)
4288,Paneth
4289,Enterocyte (Mid Villus)
4290,Macrophage + DC
4291,Macrophage + DC
4292,T (CD8+)
4293,Stromal
4294,Stromal
4295,B (Plasma)
4296,Enterocyte (Mid Villus)
4297,Macrophage + DC
4298,Stromal
4299,Paneth
4300,Paneth
4301,Telocyte
4302,T (CD4+)
4303,Enterocyte (Mid Villus)
4304,Goblet
4305,Removed
4306,Enterocyte (Bottom Villus)
4307,Macrophage + DC
4308,Telocyte
4309,Enterocyte (Mid Villus)
4310,Stem + TA
4311,Goblet
4312,Removed
4313,Macrophage + DC
4314,Enterocyte (Mid Villus)
4315,Enterocyte (Mid Villus)
4316,Enterocyte (Mid Villus)
4317,Endothelial
4318,Endothelial
4319,T (CD4+)
4320,B (Plasma)
4321,B (Plasma)
4322,Enterocyte (Mid Villus)
4323,Paneth
4324,Removed
4325,Telocyte
4326,Macrophage + DC
4327,Removed
4328,Macrophage + DC
4329,Stromal
4330,Telocyte
4331,Stem + TA
4332,T (CD4+)
4333,Macrophage + DC
4334,Enterocyte (Mid Villus)
4335,Goblet
4336,T (CD8+)
4337,Enterocyte (Mid Villus)
4338,Stromal
4339,Macrophage + DC
4340,Enterocyte (Bottom Villus)
4341,B (Plasma)
4342,Stem + TA
4343,T (CD4+)
4344,Stem + TA
4345,Stem + TA
4346,Stem + TA
4347,Macrophage + DC
4348,Removed
4349,Enterocyte (Mid Villus)
4350,T (CD4+)
4351,T (CD4+)
4352,Stromal
4353,Smooth Muscle
4354,T (CD8+)
4355,Goblet
4356,T (CD8+)
4357,Macrophage + DC
4358,Paneth
4359,Goblet
4360,B (Plasma)
4361,Paneth
4362,B (Plasma)
4363,Removed
4364,Endothelial
4365,Enterocyte (Mid Villus)
4366,Enterocyte (Mid Villus)
4367,Removed
4368,Removed
4369,Stromal
4370,Stem + TA
4371,Enterocyte (Bottom Villus)
4372,B (Plasma)
4373,Removed
4374,Pericyte
4375,Pericyte
4376,Macrophage + DC
4377,Stem + TA
4378,Macrophage + DC
4379,Goblet
4380,Removed
4381,Removed
4382,Stem + TA
4383,Macrophage + DC
4384,Macrophage + DC
4385,Goblet
4386,Stromal
4387,Macrophage + DC
4388,Enterocyte (Bottom Villus)
4389,Stem + TA
4390,Pericyte
4391,B (Plasma)
4392,Macrophage + DC
4393,Removed
4394,Stromal
4395,Macrophage + DC
4396,B (Plasma)
4397,Macrophage + DC
4398,Stromal
4399,Enterocyte (Mid Villus)
4400,Goblet
4401,Enterocyte (Bottom Villus)
4402,Macrophage + DC
4403,Smooth Muscle
4404,Telocyte
4405,Stromal
4406,Endothelial
4407,"B (Follicular, Circulating)"
4408,Stromal
4409,Smooth Muscle
4410,Macrophage + DC
4411,Removed
4412,Stromal
4413,Myenteric Plexus
4414,Stromal
4415,Goblet
4416,Enterocyte (Mid Villus)
4417,B (Plasma)
4418,T (CD4+)
4419,Removed
4420,Removed
4421,T (CD4+)
4422,Endothelial
4423,Stem + TA
4424,Endothelial
4425,Enterocyte (Mid Villus)
4426,Pericyte
4427,Stromal
4428,Stem + TA
4429,Stem + TA
4430,Removed
4431,Enterocyte (Mid Villus)
4432,Stem + TA
4433,Paneth
4434,Removed
4435,Pericyte
4436,Paneth
4437,Stromal
4438,Removed
4439,Removed
4440,Stem + TA
4441,T (CD8+)
4442,Macrophage + DC
4443,T (CD4+)
4444,B (Plasma)
4445,Paneth
4446,B (Plasma)
4447,Removed
4448,Stem + TA
4449,Stromal
4450,Pericyte
4451,B (Plasma)
4452,Stem + TA
4453,Goblet
4454,Enterocyte (Bottom Villus)
4455,Stromal
4456,T (CD4+)
4457,Pericyte
4458,Enterocyte (Bottom Villus)
4459,Endothelial
4460,Pericyte
4461,Enterocyte (Mid Villus)
4462,Telocyte
4463,B (Plasma)
4464,T (CD4+)
4465,Removed
4466,Stromal
4467,Stem + TA
4468,Removed
4469,Removed
4470,Removed
4471,Macrophage + DC
4472,T (CD4+)
4473,Stromal
4474,Enterocyte (Bottom Villus)
4475,Macrophage + DC
4476,Paneth
4477,Smooth Muscle
4478,Enterocyte (Bottom Villus)
4479,Paneth
4480,Stem + TA
4481,Stromal
4482,Removed
4483,Endothelial
4484,Goblet
4485,Pericyte
4486,Enterocyte (Mid Villus)
4487,Macrophage + DC
4488,Enterocyte (Mid Villus)
4489,Removed
4490,Enterocyte (Bottom Villus)
4491,Removed
4492,Stem + TA
4493,Telocyte
4494,B (Plasma)
4495,Enterocyte (Top Villus)
4496,B (Plasma)
4497,Stem + TA
4498,Stem + TA
4499,Pericyte
4500,Removed
4501,Goblet
4502,Goblet
4503,Goblet
4504,T (CD4+)
4505,Stem + TA
4506,Goblet
4507,Removed
4508,Enterocyte (Bottom Villus)
4509,Stem + TA
4510,Stem + TA
4511,Stem + TA
4512,Stromal
4513,Enterocyte (Mid Villus)
4514,Stem + TA
4515,Macrophage + DC
4516,Macrophage + DC
4517,Telocyte
4518,Stromal
4519,Pericyte
4520,Telocyte
4521,Stem + TA
4522,Macrophage + DC
4523,Paneth
4524,Enterocyte (Bottom Villus)
4525,B (Plasma)
4526,Goblet
4527,Macrophage + DC
4528,Removed
4529,Removed
4530,Paneth
4531,Paneth
4532,Stromal
4533,Pericyte
4534,Enterocyte (Bottom Villus)
4535,T (CD4+)
4536,Smooth Muscle
4537,B (Plasma)
4538,Stromal
4539,Enterocyte (Mid Villus)
4540,Stromal
4541,Macrophage + DC
4542,Removed
4543,Stromal
4544,Endothelial
4545,Pericyte
4546,Goblet
4547,"B (Follicular, Circulating)"
4548,T (CD4+)
4549,T (CD4+)
4550,Stem + TA
4551,Smooth Muscle
4552,Enterocyte (Mid Villus)
4553,Macrophage + DC
4554,Endothelial
4555,T (CD4+)
4556,Stem + TA
4557,"B (Follicular, Circulating)"
4558,Paneth
4559,Stromal
4560,Endothelial
4561,Endothelial
4562,Goblet
4563,B (Plasma)
4564,Removed
4565,B (Plasma)
4566,Endothelial
4567,T (CD8+)
4568,Stem + TA
4569,Macrophage + DC
4570,Paneth
4571,Telocyte
4572,Stem + TA
4573,Enterocyte (Mid Villus)
4574,Paneth
4575,Macrophage + DC
4576,Stromal
4577,Stromal
4578,Stem + TA
4579,Enterocyte (Mid Villus)
4580,Paneth
4581,Goblet
4582,ICC
4583,Stromal
4584,B (Plasma)
4585,Stromal
4586,Stromal
4587,T (CD4+)
4588,Stem + TA
4589,Stem + TA
4590,Endothelial
4591,Macrophage + DC
4592,Enterocyte (Mid Villus)
4593,Stem + TA
4594,Stem + TA
4595,Removed
4596,Paneth
4597,Macrophage + DC
4598,Stem + TA
4599,Removed
4600,Enterocyte (Mid Villus)
4601,Stromal
4602,Goblet
4603,Removed
4604,B (Plasma)
4605,Macrophage + DC
4606,B (Plasma)
4607,Goblet
4608,Removed
4609,Stem + TA
4610,Goblet
4611,Paneth
4612,Stromal
4613,Stem + TA
4614,Paneth
4615,Stem + TA
4616,Removed
4617,Stem + TA
4618,Macrophage + DC
4619,Stem + TA
4620,Pericyte
4621,Stromal
4622,Stem + TA
4623,Stromal
4624,Stromal
4625,Stromal
4626,Stem + TA
4627,B (Plasma)
4628,B (Plasma)
4629,Goblet
4630,Stem + TA
4631,Removed
4632,Stromal
4633,Macrophage + DC
4634,Enterocyte (Bottom Villus)
4635,Enterocyte (Mid Villus)
4636,Stromal
4637,Removed
4638,Stromal
4639,Stromal
4640,Goblet
4641,Enterocyte (Top Villus)
4642,Enterocyte (Mid Villus)
4643,Pericyte
4644,Enterocyte (Mid Villus)
4645,T (CD4+)
4646,Paneth
4647,B (Plasma)
4648,Enterocyte (Mid Villus)
4649,Stem + TA
4650,Stromal
4651,Stem + TA
4652,Goblet
4653,Macrophage + DC
4654,Paneth
4655,Paneth
4656,Paneth
4657,Stromal
4658,Stromal
4659,Pericyte
4660,Endothelial
4661,Enterocyte (Mid Villus)
4662,Paneth
4663,Macrophage + DC
4664,T (CD8+)
4665,Macrophage + DC
4666,Endothelial
4667,Stem + TA
4668,Enterocyte (Mid Villus)
4669,Enterocyte (Top Villus)
4670,Enterocyte (Bottom Villus)
4671,Macrophage + DC
4672,Removed
4673,Endothelial
4674,Paneth
4675,Endothelial
4676,Enterocyte (Bottom Villus)
4677,Goblet
4678,Stem + TA
4679,Stromal
4680,Stromal
4681,Stem + TA
4682,Telocyte
4683,B (Plasma)
4684,Macrophage + DC
4685,Stem + TA
4686,Paneth
4687,Stem + TA
4688,Stromal
4689,Telocyte
4690,Telocyte
4691,Stem + TA
4692,Goblet
4693,Stem + TA
4694,Paneth
4695,Macrophage + DC
4696,B (Plasma)
4697,Stromal
4698,Macrophage + DC
4699,Enterocyte (Mid Villus)
4700,Pericyte
4701,"B (Follicular, Circulating)"
4702,Enterocyte (Bottom Villus)
4703,T (CD8+)
4704,Stromal
4705,Enterocyte (Bottom Villus)
4706,Removed
4707,Stromal
4708,Removed
4709,Smooth Muscle
4710,Macrophage + DC
4711,Enterocyte (Bottom Villus)
4712,Goblet
4713,Macrophage + DC
4714,Removed
4715,Macrophage + DC
4716,T (CD4+)
4717,Enterocyte (Mid Villus)
4718,Stromal
4719,Removed
4720,Enterocyte (Mid Villus)
4721,B (Plasma)
4722,T (CD4+)
4723,T (CD4+)
4724,B (Plasma)
4725,Removed
4726,"B (Follicular, Circulating)"
4727,Enterocyte (Mid Villus)
4728,Enterocyte (Mid Villus)
4729,Stromal
4730,Removed
4731,Removed
4732,Stem + TA
4733,Paneth
4734,T (CD4+)
4735,Enterocyte (Mid Villus)
4736,Enterocyte (Mid Villus)
4737,"B (Follicular, Circulating)"
4738,Removed
4739,Stem + TA
4740,Stromal
4741,Macrophage + DC
4742,Macrophage + DC
4743,Stromal
4744,Stem + TA
4745,B (Plasma)
4746,Removed
4747,Macrophage + DC
4748,Pericyte
4749,Stem + TA
4750,Removed
4751,Stem + TA
4752,Stem + TA
4753,Enterocyte (Bottom Villus)
4754,Stromal
4755,Macrophage + DC
4756,Stem + TA
4757,Endothelial
4758,Stem + TA
4759,Enterocyte (Mid Villus)
4760,Endothelial
4761,Telocyte
4762,T (CD4+)
4763,Removed
4764,Enterocyte (Mid Villus)
4765,Telocyte
4766,Enterocyte (Mid Villus)
4767,Macrophage + DC
4768,Removed
4769,Stromal
4770,T (CD4+)
4771,Macrophage + DC
4772,Removed
4773,Goblet
4774,Stromal
4775,Enterocyte (Bottom Villus)
4776,Stromal
4777,Endothelial
4778,Enterocyte (Mid Villus)
4779,B (Plasma)
4780,Telocyte
4781,Goblet
4782,Stem + TA
4783,Stem + TA
4784,Stem + TA
4785,Stem + TA
4786,Paneth
4787,Stromal
4788,Stromal
4789,Enterocyte (Bottom Villus)
4790,"B (Follicular, Circulating)"
4791,Stem + TA
4792,Stem + TA
4793,Stem + TA
4794,Macrophage + DC
4795,Enterocyte (Bottom Villus)
4796,Stem + TA
4797,Enterocyte (Mid Villus)
4798,Goblet
4799,Stem + TA
4800,Macrophage + DC
4801,Removed
4802,Macrophage + DC
4803,Stromal
4804,Removed
4805,T (CD8+)
4806,Stromal
4807,Telocyte
4808,Paneth
4809,Enterocyte (Mid Villus)
4810,Endothelial
4811,Stromal
4812,Macrophage + DC
4813,B (Plasma)
4814,Goblet
4815,T (CD8+)
4816,Paneth
4817,B (Plasma)
4818,Enterocyte (Bottom Villus)
4819,Removed
4820,B (Plasma)
4821,Endothelial
4822,Macrophage + DC
4823,B (Plasma)
4824,Paneth
4825,Goblet
4826,Macrophage + DC
4827,Macrophage + DC
4828,Removed
4829,Removed
4830,Enterocyte (Mid Villus)
4831,Stromal
4832,Stem + TA
4833,Enterocyte (Mid Villus)
4834,Enterocyte (Mid Villus)
4835,Macrophage + DC
4836,Enterocyte (Bottom Villus)
4837,Stem + TA
4838,Enterocyte (Mid Villus)
4839,Enterocyte (Mid Villus)
4840,Paneth
4841,Removed
4842,ICC
